# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
62,"laughed,",laughed,,,,,,,,,,,,,,,,1,2,,,
63,"""Oh",oh,,,,,,,,,,,,,,,,1,2,,,
64,isn't,isn't,,,,,,,,,,,,,,,,0,0,,,
65,this,this,,,,,,,,,,,,,,,,0,0,,,
66,"fun?""",fun,,,,,,,,,,,,,,,,2,2,,,
67,As,as,,,,,,,,,,,,,,,,0,0,,,
68,he,he,,,,,,,,,,,,,,,,0,0,,,
69,pulled,pulled,,,,,,,,,,,,,,,,0,2,,,
70,the,the,,,,,,,,,,,,,,,,0,0,,,
71,teeth,teeth,,,,,,,,,,,,,,,,0,2,,,
72,"out,",out,,,,,,,,,,,,,,,,1,0,,,
73,one,one,,,,,,,,,,,,,,,,0,2,,,
74,by,by,,,,,,,,,,,,,,,,0,0,,,
75,one.,one,,,,,,,,,,,,,,,,2,2,,,
76,The,the,,,,,,,,,,,,,,,,0,0,,,
77,Crocodile,crocodile,,,,,,,,,,,,,,,,0,2,,,
78,"cried,",cried,,,,,,,,,,,,,,,,1,2,,,
79,"""You're",you're,,,,,,,,,,,,,,,,0,0,,,
80,hurting,hurting,,,,,,,,,,,,,,,,0,2,,,
81,me,me,,,,,,,,,,,,,,,,0,0,,,
82,so!,so,,,,,,,,,,,,,,,,2,2,,,
83,Please,please,,,,,,,,,,,,,,,,0,2,,,
84,put,put,,,,,,,,,,,,,,,,0,0,,,
85,down,down,,,,,,,,,,,,,,,,0,0,,,
86,your,your,,,,,,,,,,,,,,,,0,0,,,
87,pliers,pliers,,,,,,,,,,,,,,,,1,2,,,
88,and,and,,,,,,,,,,,,,,,,0,0,,,
89,let,let,,,,,,,,,,,,,,,,0,0,,,
90,me,me,,,,,,,,,,,,,,,,0,0,,,
91,"go.""",go,,,,,,,,,,,,,,,,2,2,,,
