# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
27,back,back,0,RB,RB,,,True,False,False,,,,0,1,0,1,0,2,1,3,488024109
28,to,to,0,TO,RP,,,False,False,False,,,,0,0,0,0,0,0,1,2,12136980858
29,his,his,0,PRP$,PR,,,False,False,False,,,,0,1,0,0,0,1,1,3,660177731
30,hole.,hole,1,NN,NN,,,True,True,True,,1.0,1.0,1,0,1,1,2,1,1,3,26199070
31,One,one,0,CD,JJ,,,False,False,False,,,,0,1,0,1,0,2,1,3,993536631
32,"day,",day,1,NN,NN,,,True,True,False,,1.0,1.0,1,0,1,0,2,0,1,2,446236148
33,Tom,tom,0,NN,NP,,,True,False,False,,,,0,1,0,1,0,2,1,3,47775300
34,thought,thought,0,NN,VB,,,True,False,False,,,,0,0,0,0,0,0,1,3,81561217
35,of,of,0,IN,IN,,,False,False,False,,,,0,0,0,0,0,0,1,2,13151942776
36,a,a,0,DT,DT,,,False,False,False,,,,0,0,0,0,0,0,1,1,9081174698
37,plan.,plan,1,NN,NN,,,True,True,True,1.0,1.0,1.0,1,1,1,1,2,2,1,4,160746244
38,He,he,0,PRP,PR,,,False,False,False,,,,0,0,0,1,0,1,1,2,842847219
39,took,took,0,VBD,VB,,,True,False,False,,,,0,1,0,0,0,1,1,3,66297175
40,a,a,0,DT,DT,,,False,False,False,,,,0,0,0,0,0,0,1,1,9081174698
41,dish,dish,0,NN,NN,,,True,False,False,,,,1,0,0,0,1,0,1,3,21755859
42,full,full,0,JJ,JJ,,,True,False,False,,,,0,1,0,1,0,2,1,3,309929179
43,of,of,0,IN,IN,,,False,False,False,,,,0,0,0,0,0,0,1,2,13151942776
44,milk,milk,1,NN,NN,,,True,False,False,,,,1,0,1,0,2,0,1,4,20955909
45,and,and,0,CC,CC,,,False,False,False,,,,0,0,0,0,0,0,1,3,12997637966
46,kept,kept,0,NN,VB,,,True,False,False,,,,0,1,0,1,0,2,1,4,27838368
47,it,it,0,PRP,PR,,,False,False,False,,,,0,0,0,0,0,0,1,2,2813163874
48,in,in,0,IN,IN,,,False,False,False,,,,0,0,0,0,0,0,1,2,8469404971
49,front,front,0,NN,NN,,,True,False,False,,,,0,1,0,1,0,2,1,5,100886343
50,of,of,0,IN,IN,,,False,False,False,,,,0,0,0,0,0,0,1,2,13151942776
51,the,the,0,DT,DT,,,False,False,False,,,,0,0,0,0,0,0,1,2,23135851162
52,hole,hole,0,NN,NN,,,True,False,False,,,,1,1,0,0,1,1,1,3,26199070
53,where,where,0,WRB,RB,,,False,False,False,,,,0,0,0,0,0,0,2,4,360468339
54,Jerry,jerry,0,NN,NP,,,True,False,False,,,,0,1,0,1,0,2,2,4,13908229
55,lived.,lived,1,VBD,VB,,,True,True,True,1.0,,,1,1,1,0,2,1,1,4,18050710
