# wordNo,origtext,text,info,postag,postagMod,unsure_for_POS,focus_particle,content?,punctforPhrase?,sentenceEnd?,3sentenceGrp,levis_boundary,levis_promin,boundary_slow,prominence_slow,boundary_fast,prominence_fast,boundary,prominence,no_syl,no_phones,word_freq
38,into,into,,,,,,,,,,,,,,,,0,0,,,
39,a,a,,,,,,,,,,,,,,,,0,0,,,
40,bunch,bunch,,,,,,,,,,,,,,,,0,2,,,
41,of,of,,,,,,,,,,,,,,,,0,0,,,
42,flowers,flowers,,,,,,,,,,,,,,,,2,2,,,
44,he,he,,,,,,,,,,,,,,,,0,0,,,
45,smells,smells,,,,,,,,,,,,,,,,0,2,,,
46,"them,",them,,,,,,,,,,,,,,,,1,0,,,
47,shows,shows,,,,,,,,,,,,,,,,0,2,,,
48,them,them,,,,,,,,,,,,,,,,0,0,,,
49,to,to,,,,,,,,,,,,,,,,0,0,,,
50,the,the,,,,,,,,,,,,,,,,0,0,,,
51,audience,audience,,,,,,,,,,,,,,,,1,2,,,
52,and,and,,,,,,,,,,,,,,,,0,0,,,
53,then,then,,,,,,,,,,,,,,,,0,0,,,
54,hands,hands,,,,,,,,,,,,,,,,0,2,,,
55,them,them,,,,,,,,,,,,,,,,0,0,,,
56,to,to,,,,,,,,,,,,,,,,0,0,,,
57,his,his,,,,,,,,,,,,,,,,0,0,,,
58,assistant.,assistant,,,,,,,,,,,,,,,,2,2,,,
59,He,he,,,,,,,,,,,,,,,,0,0,,,
60,pulls,pulls,,,,,,,,,,,,,,,,0,2,,,
61,a,a,,,,,,,,,,,,,,,,0,0,,,
62,long,long,,,,,,,,,,,,,,,,0,2,,,
63,handkerchief,handkerchief,,,,,,,,,,,,,,,,0,0,,,
64,from,from,,,,,,,,,,,,,,,,0,0,,,
65,his,his,,,,,,,,,,,,,,,,0,0,,,
66,breast,breast,,,,,,,,,,,,,,,,0,2,,,
67,pocket,pocket,,,,,,,,,,,,,,,,2,2,,,
69,he,he,,,,,,,,,,,,,,,,0,0,,,
70,shows,shows,,,,,,,,,,,,,,,,0,2,,,
71,this,this,,,,,,,,,,,,,,,,0,0,,,
72,handkerchief,handkerchief,,,,,,,,,,,,,,,,0,0,,,
73,both,both,,,,,,,,,,,,,,,,0,0,,,
74,"sides,",sides,,,,,,,,,,,,,,,,1,0,,,
75,bunches,bunches,,,,,,,,,,,,,,,,0,2,,,
76,it,it,,,,,,,,,,,,,,,,0,0,,,
77,up,up,,,,,,,,,,,,,,,,1,0,,,
78,and,and,,,,,,,,,,,,,,,,0,0,,,
79,then,then,,,,,,,,,,,,,,,,0,0,,,
80,produces,produces,,,,,,,,,,,,,,,,0,2,,,
81,a,a,,,,,,,,,,,,,,,,0,0,,,
82,dove,dove,,,,,,,,,,,,,,,,0,2,,,
83,from,from,,,,,,,,,,,,,,,,0,0,,,
84,it.,it,,,,,,,,,,,,,,,,2,0,,,
85,He,he,,,,,,,,,,,,,,,,0,0,,,
86,strokes,strokes,,,,,,,,,,,,,,,,0,2,,,
87,the,the,,,,,,,,,,,,,,,,0,0,,,
88,dove,dove,,,,,,,,,,,,,,,,2,0,,,
90,lets,lets,,,,,,,,,,,,,,,,0,0,,,
91,it,it,,,,,,,,,,,,,,,,0,0,,,
92,fly,fly,,,,,,,,,,,,,,,,0,2,,,
93,away,away,,,,,,,,,,,,,,,,1,2,,,
94,and,and,,,,,,,,,,,,,,,,0,0,,,
95,then,then,,,,,,,,,,,,,,,,0,0,,,
96,it,it,,,,,,,,,,,,,,,,0,0,,,
97,lands,lands,,,,,,,,,,,,,,,,0,2,,,
98,on,on,,,,,,,,,,,,,,,,0,0,,,
99,his,his,,,,,,,,,,,,,,,,0,0,,,
100,hand,hand,,,,,,,,,,,,,,,,0,0,,,
101,again.,again,,,,,,,,,,,,,,,,2,0,,,
102,He,he,,,,,,,,,,,,,,,,0,0,,,
103,gives,gives,,,,,,,,,,,,,,,,0,2,,,
104,the,the,,,,,,,,,,,,,,,,0,0,,,
105,dove,dove,,,,,,,,,,,,,,,,0,0,,,
106,to,to,,,,,,,,,,,,,,,,0,0,,,
107,his,his,,,,,,,,,,,,,,,,0,0,,,
108,assistant.,assistant,,,,,,,,,,,,,,,,2,2,,,
109,At,at,,,,,,,,,,,,,,,,0,0,,,
110,the,the,,,,,,,,,,,,,,,,0,0,,,
111,back,back,,,,,,,,,,,,,,,,0,0,,,
112,of,of,,,,,,,,,,,,,,,,0,0,,,
113,the,the,,,,,,,,,,,,,,,,0,0,,,
114,stage,stage,,,,,,,,,,,,,,,,1,0,,,
115,there,there,,,,,,,,,,,,,,,,0,0,,,
116,is,is,,,,,,,,,,,,,,,,0,0,,,
117,a,a,,,,,,,,,,,,,,,,0,0,,,
118,large,large,,,,,,,,,,,,,,,,0,2,,,
119,box.,box,,,,,,,,,,,,,,,,2,2,,,
